size,mean,variance,
1024,1.062200,0.000220,
128,0.130100,0.000020,
16384,18.469200,0.443726,
16,0.017600,0.000007,
1,0.001700,0.000000,
2048,2.289300,0.093719,
256,0.264700,0.000014,
2,0.002000,0.000000,
32768,37.467500,2.520507,
32,0.034300,0.000016,
4096,4.425900,0.016571,
4,0.004200,0.000000,
512,0.529900,0.000135,
64,0.069500,0.000027,
8192,8.863100,0.021305,
8,0.010000,0.000007,
