put_time [ms],get_time [ms],delete_time [ms],
0.021,0.219,4.080,
0.021,0.228,3.854,
0.020,0.225,3.822,
0.020,0.216,3.935,
0.020,0.222,3.848,
0.020,0.228,3.836,
0.020,0.216,3.882,
0.020,0.219,3.807,
0.020,0.223,3.828,
0.020,0.216,3.862,
0.020,0.217,3.791,
0.020,0.220,3.843,
0.020,0.241,4.025,
0.020,0.219,3.847,
0.020,0.224,3.818,
0.020,0.239,4.058,
0.020,0.221,3.816,
0.020,0.223,3.853,
0.021,0.224,3.944,
0.020,0.223,3.801,
