put_time [ms],get_time [ms],delete_time [ms],
0.013,0.012,0.023,
0.014,0.012,0.024,
0.013,0.011,0.023,
0.014,0.012,0.025,
0.013,0.014,0.024,
0.013,0.013,0.024,
0.013,0.012,0.024,
0.013,0.012,0.024,
0.013,0.013,0.023,
0.013,0.012,0.023,
0.013,0.012,0.023,
0.012,0.011,0.022,
0.013,0.012,0.024,
0.013,0.011,0.023,
0.013,0.012,0.024,
0.017,0.015,0.030,
0.013,0.012,0.024,
0.013,0.011,0.024,
0.018,0.016,0.031,
0.013,0.012,0.024,
