put_time [ms],get_time [ms],delete_time [ms],
0.136,0.109,0.192,
0.143,0.097,0.199,
0.149,0.096,0.194,
0.120,0.103,0.195,
0.139,0.118,0.193,
0.147,0.100,0.188,
0.142,0.098,0.185,
0.133,0.105,0.196,
0.098,0.103,0.186,
0.096,0.096,0.190,
0.095,0.100,0.190,
0.120,0.114,0.189,
0.096,0.099,0.187,
0.096,0.103,0.190,
0.095,0.103,0.185,
0.096,0.103,0.191,
0.100,0.101,0.191,
0.160,0.098,0.194,
0.125,0.112,0.189,
0.145,0.099,0.187,
