put_time [ms],get_time [ms],delete_time [ms],
0.207,0.209,0.385,
0.207,0.216,0.380,
0.205,0.215,0.379,
0.206,0.214,0.375,
0.207,0.214,0.385,
0.205,0.212,0.382,
0.206,0.217,0.384,
0.204,0.211,0.381,
0.205,0.215,0.382,
0.205,0.213,0.379,
0.205,0.216,0.378,
0.203,0.211,0.381,
0.204,0.219,0.398,
0.206,0.208,0.381,
0.204,0.216,0.378,
0.205,0.215,0.377,
0.208,0.214,0.386,
0.206,0.222,0.382,
0.205,0.216,0.380,
0.205,0.216,0.382,
