put_time [ms],get_time [ms],delete_time [ms],
0.000,0.010,0.103,
0.000,0.008,0.065,
0.000,0.006,0.069,
0.000,0.007,0.069,
0.000,0.006,0.073,
0.000,0.006,0.068,
0.000,0.006,0.070,
0.000,0.008,0.083,
0.000,0.008,0.081,
0.000,0.006,0.069,
