put_time [ms],get_time [ms],delete_time [ms],
0.006,0.116,1.068,
0.006,0.116,1.057,
0.006,0.117,1.085,
0.006,0.122,1.065,
0.006,0.117,1.083,
0.006,0.114,1.074,
0.006,0.112,1.080,
0.006,0.111,1.075,
0.006,0.118,1.106,
0.006,0.117,1.157,
