put_time [ms],get_time [ms],delete_time [ms],
0.005,0.055,0.943,
0.005,0.053,0.942,
0.005,0.054,0.946,
0.005,0.053,0.938,
0.005,0.055,0.944,
0.005,0.054,0.959,
0.005,0.055,0.945,
0.005,0.055,0.958,
0.005,0.052,0.951,
0.005,0.053,0.963,
0.005,0.054,0.947,
0.005,0.054,0.937,
0.005,0.056,0.953,
0.005,0.054,0.939,
0.005,0.056,0.951,
0.005,0.055,0.944,
0.005,0.055,0.964,
0.005,0.055,0.944,
0.005,0.055,0.948,
0.005,0.057,0.948,
