put_time [ms],get_time [ms],delete_time [ms],
0.019,0.210,3.749,
0.019,0.214,3.741,
0.019,0.206,3.740,
0.019,0.206,3.751,
0.019,0.218,3.818,
0.019,0.218,3.905,
0.019,0.214,3.733,
0.019,0.212,3.759,
0.019,0.219,3.776,
0.019,0.212,3.785,
0.019,0.205,3.815,
0.019,0.207,3.764,
0.019,0.214,3.755,
0.019,0.208,3.805,
0.019,0.214,3.783,
0.019,0.219,3.751,
0.019,0.208,3.750,
0.019,0.213,3.752,
0.019,0.212,3.782,
0.019,0.209,3.754,
