put_time [ms],get_time [ms],delete_time [ms],
0.553,1.048,1.118,
0.550,1.023,1.066,
0.544,1.031,1.056,
0.553,1.113,1.115,
0.563,1.053,1.091,
0.550,1.049,1.188,
0.576,1.013,1.091,
0.550,1.003,1.061,
0.557,1.064,1.063,
0.549,1.026,1.053,
