put_time [ms],get_time [ms],delete_time [ms],
0.148,0.242,0.275,
0.139,0.248,0.278,
0.142,0.249,0.285,
0.143,0.258,0.296,
0.148,0.252,0.330,
0.146,0.244,0.277,
0.147,0.234,0.269,
0.143,0.237,0.269,
0.141,0.239,0.272,
0.144,0.250,0.278,
