size,mean,variance,
1024,0.121550,0.000527,
128,0.014100,0.000025,
16384,1.669950,0.000721,
16,0.001900,0.000000,
1,0.000050,0.000000,
2048,0.215850,0.000239,
256,0.040550,0.000146,
2,0.000200,0.000000,
32768,3.141700,0.001216,
32,0.003000,0.000000,
4096,0.392050,0.000035,
4,0.000550,0.000000,
512,0.049600,0.000016,
64,0.012850,0.000003,
8192,0.781250,0.000049,
8,0.001000,0.000000,
