size,mean,variance,
1024,0.102850,0.000037,
128,0.012000,0.000013,
16384,1.989200,0.004674,
16,0.001050,0.000000,
1,0.000050,0.000000,
2048,0.214300,0.000078,
256,0.037950,0.000141,
2,0.000250,0.000000,
32768,3.925850,0.015536,
32,0.002150,0.000000,
4096,0.431650,0.000173,
4,0.000100,0.000000,
512,0.049550,0.000026,
64,0.010900,0.000003,
8192,0.892450,0.000489,
8,0.000300,0.000000,
