size,mean,variance,
1024,1.882950,0.000385,
128,0.284300,0.005485,
16384,32.677300,0.066053,
16,0.028000,0.000000,
1,0.003000,0.000001,
2048,3.773400,0.001566,
256,0.572950,0.004280,
2,0.004850,0.000002,
32768,62.511450,0.290830,
32,0.079500,0.001062,
4096,7.580750,0.005811,
4,0.009450,0.000006,
512,0.953450,0.000630,
64,0.133950,0.002512,
8192,15.315050,0.017329,
8,0.014050,0.000003,
