put_time [ms],get_time [ms],delete_time [ms],
0.033,0.000,0.018,
0.025,0.000,0.016,
0.019,0.000,0.016,
0.022,0.000,0.017,
0.023,0.000,0.016,
0.021,0.000,0.016,
0.021,0.000,0.024,
0.023,0.000,0.020,
0.018,0.000,0.016,
0.022,0.000,0.017,
