put_time [ms],get_time [ms],delete_time [ms],
0.118,0.222,0.226,
0.112,0.225,0.221,
0.115,0.224,0.232,
0.113,0.222,0.228,
0.116,0.217,0.221,
0.111,0.224,0.221,
0.115,0.223,0.228,
0.115,0.224,0.224,
0.114,0.217,0.220,
0.108,0.222,0.213,
