put_time [ms],get_time [ms],delete_time [ms],
0.452,0.999,0.869,
0.454,0.949,0.891,
0.440,0.912,0.860,
0.450,0.960,0.918,
0.444,0.949,0.886,
0.456,0.970,0.879,
0.439,0.991,0.890,
0.446,0.923,0.887,
0.448,0.962,0.881,
0.457,0.943,0.892,
