size,mean,variance,
1024,0.010000,0.000000,
128,0.001050,0.000000,
16384,0.170100,0.000002,
2048,0.020150,0.000000,
256,0.002000,0.000000,
32768,0.344700,0.000009,
4096,0.041200,0.000000,
512,0.005000,0.000000,
8192,0.083450,0.000000,
