size,mean,variance,
1024,0.105900,0.000005,
128,0.012450,0.000000,
16384,2.082100,0.001224,
16,0.001250,0.000000,
1,0.000150,0.000000,
2048,0.223150,0.000046,
256,0.024950,0.000000,
2,0.000100,0.000000,
32768,4.397550,0.018078,
32,0.002950,0.000000,
4096,0.470800,0.000147,
4,0.000450,0.000000,
512,0.052250,0.000002,
64,0.005950,0.000000,
8192,0.984750,0.000618,
8,0.001000,0.000000,
