size,mean,variance,
1024,1.900600,0.000143,
128,0.243650,0.000236,
16384,31.934100,0.086166,
16,0.030150,0.000006,
1,0.003050,0.000001,
2048,3.877500,0.007387,
256,0.473500,0.000098,
2,0.005350,0.000002,
32768,64.910350,0.390850,
32,0.057900,0.000003,
4096,7.769100,0.011629,
4,0.010100,0.000009,
512,0.953200,0.000416,
64,0.116600,0.000001,
8192,15.556250,0.022405,
8,0.014450,0.000000,
