size,mean,variance,
1024,0.112900,0.000008,
128,0.013300,0.000003,
16384,2.031300,0.004944,
16,0.001400,0.000001,
2048,0.231600,0.000031,
256,0.026300,0.000008,
32768,4.226700,0.015128,
32,0.002700,0.000000,
4096,0.482400,0.000628,
512,0.053400,0.000003,
64,0.006000,0.000001,
8192,1.013000,0.004571,
8,0.000400,0.000000,
