size,mean,variance,
1024,0.106800,0.000003,
128,0.013100,0.000002,
16384,1.775200,0.001593,
16,0.001100,0.000000,
2048,0.221400,0.000036,
256,0.026900,0.000005,
32768,3.624500,0.004610,
32,0.003000,0.000000,
4096,0.437800,0.000052,
512,0.053900,0.000006,
64,0.006400,0.000000,
8192,0.882200,0.000084,
8,0.000100,0.000000,
