put_time [ms],get_time [ms],delete_time [ms],
0.010,0.109,1.892,
0.010,0.112,1.897,
0.010,0.112,1.905,
0.010,0.112,1.909,
0.010,0.110,1.900,
0.010,0.110,1.906,
0.010,0.109,1.889,
0.010,0.109,1.880,
0.010,0.107,1.893,
0.010,0.112,1.898,
0.010,0.112,1.908,
0.010,0.107,1.893,
0.010,0.112,1.987,
0.010,0.111,1.939,
0.010,0.113,1.930,
0.010,0.109,1.905,
0.010,0.111,1.879,
0.010,0.108,1.884,
0.010,0.111,1.920,
0.010,0.110,1.881,
