size,mean,variance,
1024,1.090800,0.001441,
128,0.140800,0.000005,
16384,18.115300,0.396720,
16,0.029100,0.000015,
1,0.002400,0.000000,
2048,2.190100,0.001321,
256,0.274100,0.000049,
2,0.004800,0.000009,
32768,37.419200,1.461478,
32,0.043600,0.000010,
4096,4.417600,0.010252,
4,0.010400,0.000042,
512,0.549100,0.000378,
64,0.083000,0.000033,
8192,8.923600,0.021942,
8,0.016200,0.000017,
