size,mean,variance,
1024,1.054700,0.000290,
128,0.115300,0.000016,
16384,20.202500,0.163069,
16,0.012200,0.000001,
2048,2.212100,0.002362,
256,0.244400,0.000037,
2,0.001000,0.000000,
32768,43.848500,0.735002,
32,0.026300,0.000000,
4096,4.530600,0.005541,
4,0.002200,0.000000,
512,0.500400,0.000059,
64,0.055800,0.000003,
8192,9.519100,0.040389,
8,0.005600,0.000000,
