size,mean,variance,
1024,0.608900,0.000235,
128,0.078000,0.000003,
16384,9.748900,0.034768,
16,0.015300,0.000002,
1,0.005700,0.000000,
2048,1.250000,0.001333,
256,0.155300,0.000078,
2,0.008300,0.000005,
32768,19.876900,0.046649,
32,0.024000,0.000003,
4096,2.431700,0.000814,
4,0.008900,0.000002,
512,0.324100,0.002617,
64,0.044200,0.000017,
8192,4.890200,0.005376,
8,0.010900,0.000002,
