size,mean,variance,
1024,0.963600,0.000243,
128,0.106500,0.000007,
16384,20.416450,1.239196,
16,0.010950,0.000003,
2048,2.029000,0.000620,
256,0.223950,0.000049,
2,0.001000,0.000000,
32768,40.576350,0.338988,
32,0.025500,0.000004,
4096,4.322000,0.006169,
4,0.002550,0.000000,
512,0.467200,0.000132,
64,0.049050,0.000002,
8192,9.068400,0.042157,
8,0.005100,0.000000,
