size,mean,variance,
1024,1.096000,0.004059,
128,0.162550,0.001432,
16384,17.410650,0.307329,
16,0.023050,0.000063,
1,0.007200,0.000004,
2048,2.066650,0.000756,
256,0.461700,0.006916,
2,0.008600,0.000004,
32768,34.064350,0.075973,
32,0.057250,0.000347,
4096,4.084550,0.001137,
4,0.011150,0.000006,
512,0.675950,0.018426,
64,0.070800,0.000273,
8192,8.221050,0.009944,
8,0.012350,0.000014,
