size,mean,variance,
1024,1.904250,0.000418,
128,0.244950,0.000068,
16384,32.970950,1.420515,
16,0.032050,0.000005,
1,0.004050,0.000007,
2048,3.817850,0.002088,
256,0.483850,0.000125,
2,0.008600,0.000018,
32768,64.286550,0.526725,
32,0.062550,0.000003,
4096,7.677100,0.003855,
4,0.014450,0.000014,
512,0.956050,0.000204,
64,0.120800,0.000004,
8192,15.511800,0.016452,
8,0.016850,0.000007,
