put_time [ms],get_time [ms],delete_time [ms],
0.480,0.968,0.871,
0.487,0.968,0.887,
0.491,0.969,1.015,
0.488,0.973,0.881,
0.491,0.989,0.894,
0.486,0.992,0.887,
0.489,0.955,0.878,
0.492,0.968,0.880,
0.498,0.998,0.887,
0.484,1.021,0.886,
