size,mean,variance,
1024,0.102800,0.000034,
128,0.013200,0.000019,
16384,1.961850,0.002028,
16,0.001050,0.000000,
1,0.000200,0.000000,
2048,0.208950,0.000034,
256,0.043200,0.000132,
2,0.000050,0.000000,
32768,3.879150,0.013568,
32,0.003000,0.000002,
4096,0.425800,0.000172,
4,0.000250,0.000000,
512,0.049850,0.000071,
64,0.005200,0.000000,
8192,0.886200,0.000503,
