put_time [ms],get_time [ms],delete_time [ms],
0.003,0.002,0.005,
0.007,0.005,0.012,
0.006,0.005,0.011,
0.007,0.006,0.012,
0.007,0.005,0.012,
0.007,0.006,0.013,
0.003,0.003,0.005,
0.003,0.002,0.005,
0.004,0.003,0.007,
0.003,0.002,0.005,
0.003,0.002,0.005,
0.003,0.002,0.005,
0.003,0.002,0.005,
0.003,0.002,0.005,
0.003,0.002,0.005,
0.003,0.002,0.005,
0.003,0.002,0.005,
0.003,0.002,0.005,
0.003,0.002,0.005,
0.003,0.003,0.005,
