put_time [ms],get_time [ms],delete_time [ms],
0.079,0.115,0.141,
0.078,0.114,0.141,
0.076,0.111,0.143,
0.082,0.120,0.141,
0.077,0.109,0.142,
0.078,0.114,0.140,
0.077,0.113,0.145,
0.078,0.121,0.137,
0.078,0.116,0.138,
0.077,0.120,0.140,
