put_time [ms],get_time [ms],delete_time [ms],
0.179,0.243,0.275,
0.159,0.237,0.267,
0.150,0.235,0.271,
0.154,0.240,0.268,
0.154,0.248,0.290,
0.152,0.255,0.282,
0.149,0.248,0.272,
0.152,0.250,0.269,
0.154,0.244,0.273,
0.150,0.244,0.274,
