put_time [ms],get_time [ms],delete_time [ms],
10.042,20.807,18.346,
9.776,20.048,18.210,
9.695,20.366,17.714,
9.980,20.379,18.683,
9.606,19.878,17.459,
9.776,20.693,18.307,
9.472,20.429,19.463,
9.631,19.485,17.569,
9.585,19.957,17.478,
9.926,19.983,17.924,
