put_time [ms],get_time [ms],delete_time [ms],
0.000,0.013,0.127,
0.000,0.013,0.139,
0.000,0.013,0.127,
0.000,0.012,0.133,
0.000,0.011,0.128,
0.000,0.012,0.130,
0.000,0.018,0.131,
0.000,0.012,0.131,
0.000,0.012,0.140,
0.001,0.015,0.189,
