put_time [ms],get_time [ms],delete_time [ms],
0.000,0.003,0.032,
0.000,0.003,0.030,
0.000,0.002,0.031,
0.000,0.003,0.032,
0.000,0.002,0.066,
0.000,0.003,0.031,
0.000,0.002,0.031,
0.000,0.004,0.032,
0.000,0.002,0.034,
0.000,0.003,0.035,
