size,mean,variance,
1024,0.102100,0.000002,
128,0.013500,0.000002,
16384,1.696800,0.000144,
16,0.001750,0.000001,
2048,0.205400,0.000002,
256,0.025550,0.000000,
2,0.000100,0.000000,
32768,3.454050,0.000653,
32,0.003150,0.000000,
4096,0.413200,0.000017,
4,0.000300,0.000000,
512,0.051100,0.000000,
64,0.007750,0.000006,
8192,0.830750,0.000079,
8,0.001000,0.000000,
