size,mean,variance,
1024,0.190000,0.000007,
128,0.024300,0.000005,
16384,3.186300,0.000772,
16,0.002450,0.000001,
2048,0.381750,0.000023,
256,0.046250,0.000000,
32768,6.507100,0.008749,
32,0.005450,0.000001,
4096,0.770450,0.000031,
4,0.000150,0.000000,
512,0.093750,0.000000,
64,0.013800,0.000018,
8192,1.548950,0.000255,
8,0.001000,0.000000,
