size,mean,variance,
1024,1.042300,0.000981,
128,0.113400,0.000005,
16384,19.941300,0.334571,
16,0.011200,0.000000,
2048,2.218400,0.003120,
256,0.245300,0.000055,
2,0.001000,0.000000,
32768,40.946600,0.338660,
32,0.025200,0.000001,
4096,4.553000,0.012919,
4,0.002000,0.000000,
512,0.517400,0.000744,
64,0.054100,0.000003,
8192,9.554200,0.132822,
8,0.004500,0.000000,
