size,mean,variance,
1024,0.554500,0.000083,
128,0.075100,0.000003,
16384,8.951200,0.006784,
16,0.017400,0.000006,
1,0.006500,0.000002,
2048,1.179900,0.025264,
256,0.144100,0.000009,
2,0.008700,0.000015,
32768,18.232400,0.380215,
32,0.026600,0.000010,
4096,2.265400,0.003116,
4,0.008400,0.000002,
512,0.284900,0.000093,
64,0.043700,0.000025,
8192,4.491400,0.002005,
8,0.010700,0.000004,
