size,mean,variance,
1024,1.090200,0.001743,
128,0.142400,0.000016,
16384,17.833400,0.067186,
16,0.029800,0.000061,
1,0.002700,0.000002,
2048,2.280300,0.074382,
256,0.282900,0.000338,
2,0.005000,0.000012,
32768,36.485500,0.933152,
32,0.044900,0.000008,
4096,4.405100,0.010195,
4,0.012900,0.000036,
512,0.549800,0.000229,
64,0.079200,0.000071,
8192,8.771600,0.026434,
8,0.019000,0.000021,
