put_time [ms],get_time [ms],delete_time [ms],
0.000,0.005,0.114,
0.000,0.005,0.115,
0.000,0.005,0.113,
0.000,0.005,0.115,
0.000,0.005,0.112,
0.001,0.012,0.245,
0.000,0.007,0.254,
0.001,0.011,0.260,
0.001,0.012,0.265,
0.001,0.005,0.135,
0.001,0.011,0.235,
0.001,0.009,0.211,
0.001,0.011,0.246,
0.001,0.012,0.261,
0.001,0.011,0.173,
0.001,0.010,0.223,
0.001,0.011,0.243,
0.001,0.010,0.244,
0.001,0.011,0.224,
0.001,0.011,0.247,
