put_time [ms],get_time [ms],delete_time [ms],
0.038,0.436,7.580,
0.039,0.425,7.625,
0.039,0.431,7.594,
0.039,0.424,7.559,
0.039,0.438,7.690,
0.038,0.424,7.624,
0.038,0.422,7.600,
0.038,0.450,7.544,
0.039,0.451,7.603,
0.039,0.438,7.700,
0.038,0.446,7.620,
0.039,0.423,7.620,
0.039,0.433,7.457,
0.039,0.429,7.567,
0.039,0.441,7.599,
0.039,0.426,7.560,
0.039,0.430,7.599,
0.038,0.439,7.540,
0.038,0.436,7.693,
0.039,0.441,7.680,
