put_time [ms],get_time [ms],delete_time [ms],
16.206,18.102,30.673,
16.128,18.267,30.821,
16.193,18.457,30.931,
16.423,18.832,31.330,
16.291,17.715,30.670,
16.001,17.638,30.707,
16.286,18.199,31.180,
16.076,18.502,31.211,
16.204,18.052,31.579,
16.686,18.280,31.132,
15.887,17.697,31.221,
16.042,18.468,30.678,
16.212,17.611,31.006,
16.248,19.027,31.379,
16.273,18.481,31.139,
15.944,18.162,31.164,
16.029,18.335,31.007,
16.319,18.201,31.682,
16.602,19.795,33.043,
17.035,19.137,33.055,
