put_time [ms],get_time [ms],delete_time [ms],
0.014,0.004,0.017,
0.014,0.004,0.017,
0.014,0.004,0.015,
0.013,0.005,0.024,
0.013,0.004,0.014,
0.012,0.004,0.014,
0.012,0.004,0.019,
0.012,0.004,0.014,
0.012,0.004,0.014,
0.012,0.004,0.018,
0.014,0.004,0.014,
0.012,0.004,0.014,
0.013,0.004,0.015,
0.013,0.004,0.014,
0.014,0.004,0.014,
0.013,0.004,0.016,
0.013,0.004,0.014,
0.012,0.004,0.014,
0.016,0.005,0.021,
0.013,0.004,0.014,
