size,mean,variance,
1024,0.187600,0.000004,
128,0.024350,0.000003,
16384,3.171600,0.000887,
16,0.002250,0.000001,
2048,0.380800,0.000017,
256,0.047100,0.000004,
32768,6.503400,0.005784,
32,0.005600,0.000003,
4096,0.766400,0.000045,
4,0.000350,0.000000,
512,0.094400,0.000003,
64,0.011300,0.000001,
8192,1.543450,0.000098,
8,0.001100,0.000000,
