put_time [ms],get_time [ms],delete_time [ms],
0.002,0.052,0.586,
0.002,0.055,0.546,
0.003,0.054,0.548,
0.002,0.051,0.547,
0.003,0.053,0.537,
0.002,0.053,0.550,
0.002,0.055,0.537,
0.002,0.053,0.532,
0.002,0.053,0.526,
0.002,0.055,0.536,
