put_time [ms],get_time [ms],delete_time [ms],
0.011,0.246,2.256,
0.011,0.222,2.116,
0.011,0.242,2.136,
0.011,0.235,2.168,
0.011,0.228,2.175,
0.010,0.243,2.204,
0.011,0.239,2.198,
0.011,0.231,2.195,
0.011,0.244,2.204,
0.011,0.227,2.535,
