put_time [ms],get_time [ms],delete_time [ms],
0.030,0.054,0.053,
0.030,0.054,0.057,
0.029,0.051,0.052,
0.031,0.054,0.054,
0.031,0.054,0.053,
0.030,0.050,0.053,
0.030,0.052,0.052,
0.031,0.055,0.055,
0.031,0.053,0.053,
0.031,0.050,0.054,
