put_time [ms],get_time [ms],delete_time [ms],
0.244,0.469,0.431,
0.244,0.468,0.440,
0.247,0.496,0.464,
0.248,0.486,0.449,
0.242,0.477,0.448,
0.244,0.488,0.446,
0.242,0.484,0.435,
0.243,0.480,0.448,
0.245,0.482,0.443,
0.242,0.478,0.436,
